,label(proba_1>=0.100000),proba_0,proba_1
sp|A4YDT1|HBCL1_METS5 4-hydroxybutyrate--CoA ligase 1 OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_0406 PE=1 SV=1,1.0,0.75,0.25
sp|A5F5X0|NQRB_VIBC3 Na(+)-translocating NADH-quinone reductase subunit B OS=Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395) OX=345073 GN=nqrB PE=1 SV=1,1.0,0.75,0.25
sp|A5F5Y4|NQRF_VIBC3 Na(+)-translocating NADH-quinone reductase subunit F OS=Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395) OX=345073 GN=nqrF PE=1 SV=1,1.0,0.0,1.0
"sp|A5GZW8|DHSD_PIG Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Sus scrofa OX=9823 GN=SDHD PE=1 SV=2",1.0,0.75,0.25
sp|A5H8G4|PER1_MAIZE Peroxidase 1 OS=Zea mays OX=4577 GN=PER1 PE=1 SV=1,1.0,0.75,0.25
sp|A5HC98|L_BUNLC RNA-directed RNA polymerase L OS=Bunyavirus La Crosse OX=11577 GN=L PE=1 SV=1,1.0,0.0,1.0
sp|A5HEI1|SCC2_ARATH Sister chromatid cohesion protein SCC2 OS=Arabidopsis thaliana OX=3702 GN=SCC2 PE=1 SV=1,1.0,0.75,0.25
sp|A5JTM6|CBACL_PSEUC 4-chlorobenzoate--CoA ligase OS=Pseudomonas sp. (strain CBS-3) OX=72586 PE=1 SV=1,1.0,0.9,0.1
sp|A5JYS0|PCS1_CAEEL Glutathione gamma-glutamylcysteinyltransferase OS=Caenorhabditis elegans OX=6239 GN=pcs-1 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|A5K464|SYFB_PLAVS Phenylalanine--tRNA ligase beta subunit OS=Plasmodium vivax (strain Salvador I) OX=126793 GN=PVX_090880 PE=1 SV=1,1.0,0.0,1.0
sp|A5K9S0|SYFA_PLAVS Phenylalanine--tRNA ligase alpha subunit OS=Plasmodium vivax (strain Salvador I) OX=126793 GN=PVX_081300 PE=1 SV=1,1.0,0.125,0.875
sp|A5TY85|PKNA_MYCTA Serine/threonine-protein kinase PknA OS=Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra) OX=419947 GN=pknA PE=1 SV=1,0.0,1.0,0.0
sp|A5U4N0|ADOK_MYCTA Adenosine kinase OS=Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra) OX=419947 GN=adoK PE=1 SV=1,1.0,0.6875,0.3125
sp|A5U654|PPGK_MYCTA Polyphosphate glucokinase OS=Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra) OX=419947 GN=ppgK PE=1 SV=1,1.0,0.75,0.25
sp|A5W059|HMGA_PSEP1 4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase OS=Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1) OX=351746 GN=Pput_1361 PE=1 SV=1,1.0,0.6875,0.3125
sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1,1.0,0.9,0.1
sp|A6NFA1|TIKI2_HUMAN Metalloprotease TIKI2 OS=Homo sapiens OX=9606 GN=TRABD2B PE=1 SV=2,1.0,0.75,0.25
sp|A6P320|MARHB_RAT E3 ubiquitin-protein ligase MARCHF11 OS=Rattus norvegicus OX=10116 GN=Marchf11 PE=1 SV=1,1.0,0.75,0.25
sp|A6QGC0|PRKC_STAAE Serine/threonine-protein kinase PrkC OS=Staphylococcus aureus (strain Newman) OX=426430 GN=prkC PE=1 SV=1,1.0,0.6875,0.3125
sp|A7BHQ9|TYRO_PHONA Tyrosinase OS=Pholiota nameko OX=61267 GN=tyr1 PE=1 SV=1,1.0,0.75,0.25
sp|A7E2V4|ZSWM8_HUMAN Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8 PE=1 SV=1,1.0,0.5,0.5
sp|A7E2Y1|MYH7B_HUMAN Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=4,1.0,0.1,0.9
sp|A7HD43|GCHK_ANADF Globin-coupled histidine kinase OS=Anaeromyxobacter sp. (strain Fw109-5) OX=404589 GN=gchK PE=1 SV=1,1.0,0.9,0.1
sp|A7MCY6|TBKB1_HUMAN TANK-binding kinase 1-binding protein 1 OS=Homo sapiens OX=9606 GN=TBKBP1 PE=1 SV=1,1.0,0.6875,0.3125
sp|A7MRY4|LUXN_VIBC1 Autoinducer 1 sensor kinase/phosphatase LuxN OS=Vibrio campbellii (strain ATCC BAA-1116) OX=2902295 GN=luxN PE=1 SV=1,1.0,0.6875,0.3125
sp|A7N805|MPAA_VIBC1 Murein peptide amidase A OS=Vibrio campbellii (strain ATCC BAA-1116) OX=2902295 GN=mpaA PE=1 SV=1,1.0,0.6875,0.3125
sp|A7SLZ2|STING_NEMVE Stimulator of interferon genes protein OS=Nematostella vectensis OX=45351 GN=v1g246111 PE=1 SV=1,1.0,0.125,0.875
sp|A7T1N0|TMP2L_NEMVE Transient receptor potential cation channel subfamily M member-like 2 OS=Nematostella vectensis OX=45351 GN=TRPM2 PE=1 SV=1,1.0,0.0,1.0
sp|A7UL74|CTF7_ARATH Protein CHROMOSOME TRANSMISSION FIDELITY 7 OS=Arabidopsis thaliana OX=3702 GN=CTF7 PE=1 SV=1,1.0,0.6875,0.3125
sp|A7XGN8|LOV1B_ARATH Disease susceptibility protein LOV1 OS=Arabidopsis thaliana OX=3702 GN=LOV1 PE=1 SV=1,1.0,0.75,0.25
sp|A7XYQ1|SOBP_HUMAN Sine oculis-binding protein homolog OS=Homo sapiens OX=9606 GN=SOBP PE=1 SV=2,1.0,0.5,0.5
sp|A8D8P8|SIWI_BOMMO Piwi-like protein Siwi OS=Bombyx mori OX=7091 GN=Siwi PE=1 SV=1,1.0,0.75,0.25
sp|A8DYP0|OBSCN_DROME Obscurin OS=Drosophila melanogaster OX=7227 GN=Unc-89 PE=1 SV=1,1.0,0.5,0.5
sp|A8DYP7|CGLR2_DROME Cyclic GMP-AMP synthase-like receptor 2 OS=Drosophila melanogaster OX=7227 GN=CG30424 PE=1 SV=2,1.0,0.0,1.0
sp|A8FNH9|NSPC_CAMJ8 Carboxynorspermidine/carboxyspermidine decarboxylase OS=Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828) OX=407148 GN=nspC PE=1 SV=1,1.0,0.125,0.875
sp|A8JQX3|NOCT_DROME Nocturnin OS=Drosophila melanogaster OX=7227 GN=cu PE=1 SV=1,1.0,0.6875,0.3125
"sp|A8MPR5|FTSI2_ARATH Probable inactive ATP-dependent zinc metalloprotease FTSHI 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FTSHI2 PE=1 SV=1",1.0,0.75,0.25
sp|A8MS41|CCR4D_ARATH Carbon catabolite repressor protein 4 homolog 4 OS=Arabidopsis thaliana OX=3702 GN=CCR4-4 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|A8MXV4|NUD19_HUMAN Acyl-coenzyme A diphosphatase NUDT19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1,1.0,0.75,0.25
sp|A8NS89|GOB1_BRUMA Trehalose-phosphatase OS=Brugia malayi OX=6279 GN=Bm1_08695 PE=1 SV=1,1.0,0.75,0.25
sp|A8R3S4|QEDH_PSEPU Quinoprotein ethanol dehydrogenase OS=Pseudomonas putida OX=303 GN=qedA PE=1 SV=1,1.0,0.125,0.875
sp|A9CH39|PHRB_AGRFC (6-4) photolyase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=phrB PE=1 SV=1,1.0,0.75,0.25
sp|A9LNK9|CPSF_ARATH 30-kDa cleavage and polyadenylation specificity factor 30 OS=Arabidopsis thaliana OX=3702 GN=CPSF30 PE=1 SV=1,1.0,0.6875,0.3125
sp|A9QT41|NEMO_PIG NF-kappa-B essential modulator OS=Sus scrofa OX=9823 GN=IKBKG PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|A9SIZ6|D5FAD_PHYPA Acyl-lipid (8-3)-desaturase OS=Physcomitrium patens OX=3218 GN=DES5 PE=1 SV=1,1.0,0.75,0.25
sp|A9WGE2|CCL_CHLAA (R)-citramalyl-CoA lyase OS=Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl) OX=324602 GN=ccl PE=1 SV=1,1.0,0.75,0.25
sp|A9YWR6|STR2_MEDTR ABC transporter G family member STR2 OS=Medicago truncatula OX=3880 GN=STR2 PE=1 SV=1,1.0,0.125,0.875
sp|A9ZSZ2|AGO3_BOMMO Piwi-like protein Ago3 OS=Bombyx mori OX=7091 GN=AGO3 PE=1 SV=2,1.0,0.75,0.25
sp|B0F2B4|NLGN4_MOUSE Neuroligin 4-like OS=Mus musculus OX=10090 GN=Nlgn4l PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
"sp|B0F481|BIODA_ARATH Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=BIO3-BIO1 PE=1 SV=1",1.0,0.6875,0.3125
"sp|B0G0Y8|PDE3_DICDI cGMP-specific 3',5'-cGMP phosphodiesterase 3 OS=Dictyostelium discoideum OX=44689 GN=pde3 PE=1 SV=1",1.0,0.125,0.875
"sp|B0XMC1|ER10A_ASPFC Acetyl-CoA acetyltransferase erg10A, mitochondrial OS=Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) OX=451804 GN=erg10A PE=1 SV=1",1.0,0.5,0.5
sp|B0XRM8|ARO1_ASPFC Pentafunctional AROM polypeptide OS=Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) OX=451804 GN=aroM PE=1 SV=1,1.0,0.6875,0.3125
sp|B1B534|EHD2_ORYSJ Protein EARLY HEADING DATE 2 OS=Oryza sativa subsp. japonica OX=39947 GN=EHD2 PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|B1H267|SNX5_RAT Sorting nexin-5 OS=Rattus norvegicus OX=10116 GN=Snx5 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|B1MK49|PHY_MYCA9 Phloretin hydrolase OS=Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543) OX=561007 GN=MAB_4487c PE=1 SV=1,0.0,1.0,0.0
sp|B1Q257|GCY10_CAEEL Receptor-type guanylate cyclase gcy-10 OS=Caenorhabditis elegans OX=6239 GN=odr-1 PE=1 SV=2,1.0,0.0,1.0
sp|B1VB77|PDUS_CITFR Cobalamin reductase PduS OS=Citrobacter freundii OX=546 GN=pduS PE=1 SV=1,1.0,0.1,0.9
sp|B1VTI5|GRIF_STRGG Grixazone synthase OS=Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350) OX=455632 GN=griF PE=1 SV=1,1.0,0.75,0.25
sp|B1W019|GCOA_STRGG (+)-caryolan-1-ol synthase OS=Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350) OX=455632 GN=gcoA PE=1 SV=1,1.0,0.75,0.25
sp|B1WBP0|MPPD2_RAT Metallophosphoesterase MPPED2 OS=Rattus norvegicus OX=10116 GN=Mpped2 PE=1 SV=1,1.0,0.75,0.25
"sp|B1YAL1|FBPAP_PYRNV Fructose-1,6-bisphosphate aldolase/phosphatase OS=Pyrobaculum neutrophilum (strain DSM 2338 / JCM 9278 / NBRC 100436 / V24Sta) OX=444157 GN=fbp PE=1 SV=1",1.0,0.75,0.25
sp|B2C4D0|TS23B_MAIZE (E)-beta-caryophyllene synthase OS=Zea mays OX=4577 GN=TPS23 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|B2DBE9|GGS4_PHOAM Geranylgeranyl pyrophosphate synthase D OS=Phomopsis amygdali OX=1214568 GN=GGS-D PE=1 SV=1,1.0,0.75,0.25
sp|B2DFG5|DTHAD_DELSH D-threo-3-hydroxyaspartate dehydratase OS=Delftia sp. (strain HT23) OX=518882 GN=dthadh PE=1 SV=1,1.0,0.9,0.1
sp|B2FDA8|SMC3_CAEEL Structural maintenance of chromosomes protein 3 OS=Caenorhabditis elegans OX=6239 GN=smc-3 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|B2FSW8|EALGL_STRMK Alginate lyase OS=Stenotrophomonas maltophilia (strain K279a) OX=522373 GN=Smlt2602 PE=1 SV=1,1.0,0.75,0.25
sp|B2GV54|NCEH1_RAT Neutral cholesterol ester hydrolase 1 OS=Rattus norvegicus OX=10116 GN=Nceh1 PE=1 SV=1,1.0,0.75,0.25
sp|B2GV72|CRB3_RAT Carbonyl reductase [NADPH] 3 OS=Rattus norvegicus OX=10116 GN=Cbr3 PE=1 SV=1,1.0,0.75,0.25
sp|B2IZD3|BDLP_NOSP7 Bacterial dynamin-like protein OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=Npun_R6513 PE=1 SV=1,1.0,0.6875,0.3125
sp|B2KPR3|LAMT_CATRO Loganic acid O-methyltransferase OS=Catharanthus roseus OX=4058 GN=LAMT PE=1 SV=1,1.0,0.6875,0.3125
sp|B2RR83|YTDC2_MOUSE 3'-5' RNA helicase YTHDC2 OS=Mus musculus OX=10090 GN=Ythdc2 PE=1 SV=1,1.0,0.125,0.875
sp|B2RUJ5|APBA1_MOUSE Amyloid-beta A4 precursor protein-binding family A member 1 OS=Mus musculus OX=10090 GN=Apba1 PE=1 SV=2,1.0,0.0,1.0
sp|B2RX14|TUT4_MOUSE Terminal uridylyltransferase 4 OS=Mus musculus OX=10090 GN=Tut4 PE=1 SV=2,1.0,0.6875,0.3125
sp|B2RXF5|ZBT42_HUMAN Zinc finger and BTB domain-containing protein 42 OS=Homo sapiens OX=9606 GN=ZBTB42 PE=1 SV=2,0.0,1.0,0.0
sp|B2RXZ1|PNDC1_MOUSE Poly(A)-specific ribonuclease PNLDC1 OS=Mus musculus OX=10090 GN=Pnldc1 PE=1 SV=1,1.0,0.75,0.25
sp|B2UP57|H2018_AKKM8 Beta-hexosaminidase Amuc_2018 OS=Akkermansia muciniphila (strain ATCC BAA-835 / DSM 22959 / JCM 33894 / BCRC 81048 / CCUG 64013 / CIP 107961 / Muc) OX=349741 GN=Amuc_2018 PE=1 SV=1,1.0,0.75,0.25
sp|B3BM80|CDIA4_ECO5C Deoxyribonuclease CdiA-o11 OS=Escherichia coli O157:H7 (strain EC869) OX=478008 GN=cdiA4 PE=1 SV=1,1.0,0.5,0.5
sp|B3LF48|EHD2_ARATH EH domain-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=EHD2 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|B3STU4|VCL_CARIL Vicilin Car i 2.0101 OS=Carya illinoinensis OX=32201 GN=pec2a1a PE=1 SV=1,1.0,0.5,0.5
sp|B3VI55|LGK_LIPST Levoglucosan kinase OS=Lipomyces starkeyi OX=29829 PE=1 SV=1,1.0,0.75,0.25
sp|B5BT18|BTAF1_ARATH TATA-binding protein-associated factor BTAF1 OS=Arabidopsis thaliana OX=3702 GN=BTAF1 PE=1 SV=1,1.0,0.0,1.0
"sp|B5HDJ6|SEDS_STRE2 Selina-4(15),7(11)-diene synthase ((2E,6E)-farnesyl diphosphate cyclizing) OS=Streptomyces pristinaespiralis (strain ATCC 25486 / DSM 40338 / CBS 914.69 / JCM 4507 / NBRC 13074 / NRRL 2958 / 5647) OX=457429 GN=SSDG_02809 PE=1 SV=2",1.0,0.75,0.25
"sp|B5X582|TWIH_ARATH Twinkle homolog protein, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g30680 PE=1 SV=1",1.0,0.75,0.25
sp|B5XRB0|FRD_KLEP3 NADH:fumarate oxidoreductase OS=Klebsiella pneumoniae (strain 342) OX=507522 GN=KPK_2907 PE=1 SV=1,1.0,0.0,1.0
sp|B6E2X2|MCAL_RHOCA L-malyl-CoA/beta-methylmalyl-CoA lyase OS=Rhodobacter capsulatus OX=1061 GN=mcl1 PE=1 SV=1,0.0,1.0,0.0
sp|B6ECN9|AADH2_SOLLC Aminoaldehyde dehydrogenase 2 OS=Solanum lycopersicum OX=4081 GN=AMADH2 PE=1 SV=2,1.0,0.125,0.875
sp|B6EU02|JBP2_LEITA Bifunctional helicase and thymine dioxygenase JBP2 OS=Leishmania tarentolae OX=5689 GN=JBP2 PE=1 SV=1,1.0,0.75,0.25
sp|B6VQ60|BRCA1_CAEEL Breast cancer type 1 susceptibility protein homolog OS=Caenorhabditis elegans OX=6239 GN=brc-1 PE=1 SV=1,1.0,0.125,0.875
sp|B6YWB8|CAS10_THEON CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A) OS=Thermococcus onnurineus (strain NA1) OX=523850 GN=csm1 PE=1 SV=1,1.0,0.0,1.0
sp|B7FXW1|SQLE_PHATC Alternative squalene epoxidase OS=Phaeodactylum tricornutum (strain CCAP 1055/1) OX=556484 GN=PHATRDRAFT_45494 PE=1 SV=1,1.0,0.75,0.25
sp|B7G6D3|MCA3C_PHATC Metacaspase III c OS=Phaeodactylum tricornutum (strain CCAP 1055/1) OX=556484 GN=MCA-IIIc PE=1 SV=2,1.0,0.5,0.5
"sp|B7YZV4|PDE1_DROME Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1 OS=Drosophila melanogaster OX=7227 GN=Pde1c PE=1 SV=1",1.0,0.6875,0.3125
sp|B7ZNG0|KIF7_MOUSE Kinesin-like protein KIF7 OS=Mus musculus OX=10090 GN=Kif7 PE=1 SV=1,0.0,1.0,0.0
sp|B8AL97|CUCIN_ORYSI Cupincin OS=Oryza sativa subsp. indica OX=39946 GN=OsI_13867 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|B8GZM2|PLED_CAUVN Response regulator PleD OS=Caulobacter vibrioides (strain NA1000 / CB15N) OX=565050 GN=pleD PE=1 SV=1,1.0,0.75,0.25
sp|B8JI71|EYS_DANRE Protein eyes shut homolog OS=Danio rerio OX=7955 GN=eys PE=1 SV=2,1.0,0.1,0.9
sp|B8K1W2|ABCBB_CANLF Bile salt export pump OS=Canis lupus familiaris OX=9615 GN=Abcb11e PE=1 SV=1,1.0,0.75,0.25
sp|B8LIX8|IFT25_CHLRE Intraflagellar transport protein 25 OS=Chlamydomonas reinhardtii OX=3055 GN=IFT25 PE=1 SV=1,1.0,0.9,0.1
sp|B8QHP1|CP52M_STABO Cytochrome P450 52-M1 OS=Starmerella bombicola OX=75736 GN=cyp52M1 PE=1 SV=1,1.0,0.75,0.25
sp|B8ZXI1|QTRT2_MOUSE Queuine tRNA-ribosyltransferase accessory subunit 2 OS=Mus musculus OX=10090 GN=Qtrt2 PE=1 SV=2,1.0,0.6875,0.3125
sp|B9DFG3|ISE2_ARATH DExH-box ATP-dependent RNA helicase DExH15 chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ISE2 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
"sp|B9DFX7|HMA8_ARATH Copper-transporting ATPase PAA2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PAA2 PE=1 SV=1",1.0,0.5,0.5
"sp|B9DGD6|ACS_ARATH Acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal OS=Arabidopsis thaliana OX=3702 GN=ACS PE=1 SV=1",1.0,0.6875,0.3125
sp|B9DGU7|TPK1_ARATH Thiamine pyrophosphokinase 1 OS=Arabidopsis thaliana OX=3702 GN=TPK1 PE=1 SV=1,1.0,0.75,0.25
"sp|B9DGY1|AB1K7_ARATH Protein ACTIVITY OF BC1 COMPLEX KINASE 7, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ABC1K7 PE=1 SV=1",1.0,0.6875,0.3125
sp|B9FMJ3|KN13A_ORYSJ Kinesin-like protein KIN-13A OS=Oryza sativa subsp. japonica OX=39947 GN=KIN13A PE=1 SV=1,1.0,0.6875,0.3125
sp|B9J8S0|PDA_AGRRK Pterin deaminase OS=Agrobacterium radiobacter (strain K84 / ATCC BAA-868) OX=311403 GN=codAch2 PE=1 SV=1,1.0,0.75,0.25
sp|B9K712|IYD_THENN Iodotyrosine deiodinase OS=Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E) OX=309803 GN=IYD PE=1 SV=1,0.0,1.0,0.0
sp|B9W4V6|APO1_AGRAE Aromatic peroxygenase OS=Agrocybe aegerita OX=1973307 GN=APO1 PE=1 SV=1,1.0,0.125,0.875
sp|C0HK25|ADEL_APLDA Lectin ADEL OS=Aplysia dactylomela OX=144766 PE=1 SV=1,1.0,0.6875,0.3125
sp|C0HK99|SC1B_DROME Peptidoglycan-recognition protein SC1b OS=Drosophila melanogaster OX=7227 GN=PGRP-SC1b PE=1 SV=1,1.0,0.6875,0.3125
sp|C0HLG3|RNAG_AGRAE Ribonuclease ageritin OS=Agrocybe aegerita OX=1973307 GN=AGT1 PE=1 SV=3,0.0,1.0,0.0
sp|C0HLL2|PA2_PITAZ Phospholipase A2 OS=Pithecopus azureus OX=2034991 PE=1 SV=1,1.0,0.6875,0.3125
sp|C0KTJ6|GATDH_CERSP Galactitol 2-dehydrogenase (L-tagatose-forming) OS=Cereibacter sphaeroides OX=1063 PE=1 SV=1,1.0,0.9,0.1
sp|C0LGF4|FEI1_ARATH LRR receptor-like serine/threonine-protein kinase FEI 1 OS=Arabidopsis thaliana OX=3702 GN=FEI1 PE=1 SV=1,1.0,0.125,0.875
sp|C0LGG8|Y5343_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g53430 OS=Arabidopsis thaliana OX=3702 GN=At1g53430 PE=1 SV=1,1.0,0.5,0.5
sp|C0LGH8|Y1634_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g63430 OS=Arabidopsis thaliana OX=3702 GN=At1g63430 PE=1 SV=1,1.0,0.6875,0.3125
sp|C0LGJ1|Y1743_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g74360 OS=Arabidopsis thaliana OX=3702 GN=At1g74360 PE=1 SV=1,1.0,0.6875,0.3125
sp|C0LGJ9|Y2278_ARATH Probable LRR receptor-like serine/threonine-protein kinase At2g02780 OS=Arabidopsis thaliana OX=3702 GN=At2g02780 PE=1 SV=1,1.0,0.125,0.875
sp|C0LGQ9|GHR1_ARATH LRR receptor-like serine/threonine-protein kinase GHR1 OS=Arabidopsis thaliana OX=3702 GN=GHR1 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|C0LGR6|Y4291_ARATH Probable LRR receptor-like serine/threonine-protein kinase At4g29180 OS=Arabidopsis thaliana OX=3702 GN=At4g29180 PE=1 SV=2,1.0,0.5,0.5
sp|C0LGS2|Y4361_ARATH Probable LRR receptor-like serine/threonine-protein kinase At4g36180 OS=Arabidopsis thaliana OX=3702 GN=At4g36180 PE=1 SV=1,1.0,0.5,0.5
sp|C0LGS3|Y4372_ARATH Probable LRR receptor-like serine/threonine-protein kinase At4g37250 OS=Arabidopsis thaliana OX=3702 GN=At4g37250 PE=1 SV=1,1.0,0.75,0.25
sp|C0LGU7|MDIS1_ARATH Protein MALE DISCOVERER 1 OS=Arabidopsis thaliana OX=3702 GN=MDIS1 PE=1 SV=1,1.0,0.125,0.875
sp|C0LGX3|HSL2_ARATH LRR receptor-like serine/threonine-protein kinase HSL2 OS=Arabidopsis thaliana OX=3702 GN=HSL2 PE=1 SV=1,1.0,0.5,0.5
sp|C0LT23|CERK_ORYSJ Ceramide kinase OS=Oryza sativa subsp. japonica OX=39947 GN=CERK PE=1 SV=1,1.0,0.75,0.25
sp|C0QRQ2|GPGS_PERMH Glucosyl-3-phosphoglycerate synthase OS=Persephonella marina (strain DSM 14350 / EX-H1) OX=123214 GN=gpgS PE=1 SV=1,1.0,0.75,0.25
sp|C0SUT9|JMJ16_ARATH Putative lysine-specific demethylase JMJ16 OS=Arabidopsis thaliana OX=3702 GN=JMJ16 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|C1JCT2|POLFS_SINV3 Polyprotein-FSD OS=Solenopsis invicta virus 3 OX=631345 PE=1 SV=2,1.0,0.125,0.875
sp|C3UVB0|ACD_DESML Glutaryl-CoA dehydrogenase OS=Desulfococcus multivorans OX=897 GN=Acd PE=1 SV=1,1.0,0.75,0.25
sp|C3VPR6|NLRC5_MOUSE Protein NLRC5 OS=Mus musculus OX=10090 GN=Nlrc5 PE=1 SV=2,1.0,0.6875,0.3125
sp|C5C7X8|GYRB_MICLC DNA gyrase subunit B OS=Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) OX=465515 GN=gyrB PE=1 SV=1,1.0,0.75,0.25
sp|C5G6D7|CABC2_BACT4 Chondroitin sulfate ABC exolyase OS=Bacteroides thetaiotaomicron OX=818 GN=chonabc PE=1 SV=2,1.0,0.5,0.5
sp|C5H8J1|EME1B_ARATH Crossover junction endonuclease EME1B OS=Arabidopsis thaliana OX=3702 GN=EME1B PE=1 SV=1,1.0,0.125,0.875
sp|C6KEF6|POLG_HKV1 Genome polyprotein OS=Human klassevirus 1 OX=655603 PE=1 SV=1,1.0,0.75,0.25
sp|C6KIE6|XLG2_ARATH Extra-large guanine nucleotide-binding protein 2 OS=Arabidopsis thaliana OX=3702 GN=XLG2 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|C6KRL6|ZHP3_CAEEL Zip homologous protein 3 OS=Caenorhabditis elegans OX=6239 GN=zhp-3 PE=1 SV=1,1.0,0.6875,0.3125
"sp|C6KT68|FENR_PLAF7 Ferredoxin--NADP reductase, apicoplast OS=Plasmodium falciparum (isolate 3D7) OX=36329 GN=FNR PE=1 SV=1",1.0,0.35714285714285715,0.6428571428571429
sp|C6XZB6|HEPB_PEDHD Heparin and heparin-sulfate lyase OS=Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3) OX=485917 GN=hepB PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|C7AJA4|TUT7_TRYBB Terminal uridylyltransferase 7 OS=Trypanosoma brucei brucei OX=5702 GN=MEAT1 PE=1 SV=2,1.0,0.75,0.25
"sp|C7AU21|D27_ORYSJ Beta-carotene isomerase D27, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=D27 PE=1 SV=1",1.0,0.75,0.25
sp|C7BKP9|PATOX_PHOAA Toxin PAU_02230 OS=Photorhabdus asymbiotica subsp. asymbiotica (strain ATCC 43949 / 3105-77) OX=553480 GN=PAU_02230 PE=1 SV=1,1.0,0.125,0.875
sp|C7C422|BLAN1_KLEPN Metallo-beta-lactamase type 2 OS=Klebsiella pneumoniae OX=573 GN=blaNDM-1 PE=1 SV=1,1.0,0.75,0.25
sp|C7DLJ6|OLHYD_ELIME Oleate hydratase OS=Elizabethkingia meningoseptica OX=238 GN=ohyA PE=1 SV=1,1.0,0.0,1.0
sp|C7IW64|ROS1A_ORYSJ Protein ROS1A OS=Oryza sativa subsp. japonica OX=39947 GN=ROS1A PE=1 SV=2,1.0,0.6875,0.3125
sp|C8VJQ3|ASQI_EMENI Cyclopenase asqI OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=asqI PE=1 SV=1,1.0,0.75,0.25
